province,city,year,genealogy_count
山东省,菏泽市,1881,1
山东省,菏泽市,1888,1
山东省,菏泽市,1905,1
山东省,菏泽市,1910,1
山东省,菏泽市,1926,1
山东省,菏泽市,1935,1
山东省,菏泽市,1937,1
山东省,菏泽市,1949,1
山东省,菏泽市,1950,1
山东省,菏泽市,1951,3
山东省,菏泽市,1953,1
山东省,菏泽市,1954,1
山东省,菏泽市,1962,4
山东省,菏泽市,1968,1
山东省,菏泽市,1981,3
山东省,菏泽市,1982,2
山东省,菏泽市,1984,3
山东省,菏泽市,1985,4
山东省,菏泽市,1986,1
山东省,菏泽市,1987,3
山东省,菏泽市,1988,2
山东省,菏泽市,1990,2
山东省,菏泽市,1992,4
山东省,菏泽市,1993,6
山东省,菏泽市,1995,2
山东省,菏泽市,1996,4
山东省,菏泽市,1997,3
山东省,菏泽市,1998,2
山东省,菏泽市,1999,1
山东省,菏泽市,2000,2
山东省,菏泽市,2002,2
山东省,菏泽市,2004,2
山东省,菏泽市,2005,2
山东省,菏泽市,2006,2
山东省,菏泽市,2007,2
山东省,菏泽市,2008,1
山东省,菏泽市,2010,4
山东省,菏泽市,2011,3
山东省,菏泽市,2012,4
山东省,菏泽市,2013,1
山东省,菏泽市,2014,4
山东省,菏泽市,2015,4
山东省,菏泽市,2016,2
山东省,菏泽市,2017,7
山东省,菏泽市,2018,10
山东省,菏泽市,2019,4
山东省,菏泽市,2020,1
山东省,菏泽市,2022,2
山东省,青岛市,--,17
山东省,青岛市,1681,1
山东省,青岛市,1801,1
山东省,青岛市,1804,1
山东省,青岛市,1808,1
山东省,青岛市,1841,1
山东省,青岛市,1848,1
山东省,青岛市,1849,1
山东省,青岛市,1851,1
山东省,青岛市,1854,1
山东省,青岛市,1869,1
山东省,青岛市,1871,1
山东省,青岛市,1874,1
山东省,青岛市,1882,1
山东省,青岛市,1892,1
山东省,青岛市,1897,2
山东省,青岛市,1898,1
山东省,青岛市,1904,4
山东省,青岛市,1908,2
山东省,青岛市,1910,2
山东省,青岛市,1911,2
山东省,青岛市,1921,1
山东省,青岛市,1924,5
山东省,青岛市,1927,1
山东省,青岛市,1928,1
山东省,青岛市,1929,1
山东省,青岛市,1930,3
山东省,青岛市,1932,1
山东省,青岛市,1934,1
山东省,青岛市,1935,1
山东省,青岛市,1936,4
山东省,青岛市,1937,3
山东省,青岛市,1949,5
山东省,青岛市,1953,3
山东省,青岛市,1954,1
山东省,青岛市,1955,1
山东省,青岛市,1956,1
山东省,青岛市,1957,2
山东省,青岛市,1958,8
山东省,青岛市,1960,2
山东省,青岛市,1962,7
山东省,青岛市,1963,16
山东省,青岛市,1964,2
山东省,青岛市,1966,1
山东省,青岛市,1968,1
山东省,青岛市,1977,1
山东省,青岛市,1978,1
山东省,青岛市,1980,3
山东省,青岛市,1981,2
山东省,青岛市,1982,3
山东省,青岛市,1984,4
山东省,青岛市,1985,1
山东省,青岛市,1986,4
山东省,青岛市,1987,1
山东省,青岛市,1988,4
山东省,青岛市,1989,10
山东省,青岛市,1990,14
山东省,青岛市,1991,6
山东省,青岛市,1992,9
山东省,青岛市,1993,13
山东省,青岛市,1994,12
山东省,青岛市,1995,20
山东省,青岛市,1996,23
山东省,青岛市,1997,15
山东省,青岛市,1998,18
山东省,青岛市,1999,21
山东省,青岛市,2000,19
山东省,青岛市,2001,10
山东省,青岛市,2002,22
山东省,青岛市,2003,23
山东省,青岛市,2004,23
山东省,青岛市,2005,31
山东省,青岛市,2006,25
山东省,青岛市,2007,33
山东省,青岛市,2008,55
山东省,青岛市,2009,34
山东省,青岛市,2010,45
山东省,青岛市,2011,37
山东省,青岛市,2012,43
山东省,青岛市,2013,51
山东省,青岛市,2014,33
山东省,青岛市,2015,18
山东省,青岛市,2016,34
山东省,青岛市,2017,31
山东省,青岛市,2018,14
山东省,青岛市,2019,10
山东省,青岛市,2020,9
山东省,青岛市,2022,1
山东省,青岛市,2023,4
山西省,临汾市,--,4
山西省,临汾市,1651,1
山西省,临汾市,1676,1
山西省,临汾市,1681,1
山西省,临汾市,1713,1
山西省,临汾市,1715,1
山西省,临汾市,1726,1
山西省,临汾市,1729,1
山西省,临汾市,1735,1
山西省,临汾市,1741,1
山西省,临汾市,1744,1
山西省,临汾市,1765,1
山西省,临汾市,1797,1
山西省,临汾市,1810,1
山西省,临汾市,1815,1
山西省,临汾市,1821,1
山西省,临汾市,1833,1
山西省,临汾市,1843,1
山西省,临汾市,1857,1
山西省,临汾市,1865,2
山西省,临汾市,1872,1
山西省,临汾市,1883,1
山西省,临汾市,1887,1
山西省,临汾市,1901,1
山西省,临汾市,1908,1
山西省,临汾市,1914,1
山西省,临汾市,1931,1
山西省,临汾市,1932,1
山西省,临汾市,1934,1
山西省,临汾市,1941,1
山西省,临汾市,1942,1
山西省,临汾市,1961,1
山西省,临汾市,1967,1
山西省,临汾市,1984,1
山西省,临汾市,1988,1
山西省,临汾市,1998,2
山西省,临汾市,1999,3
山西省,临汾市,2000,1
山西省,临汾市,2001,2
山西省,临汾市,2002,2
山西省,临汾市,2003,2
山西省,临汾市,2004,1
山西省,临汾市,2005,3
山西省,临汾市,2006,6
山西省,临汾市,2007,6
山西省,临汾市,2008,4
山西省,临汾市,2010,4
山西省,临汾市,2012,5
山西省,临汾市,2013,4
山西省,临汾市,2014,5
山西省,临汾市,2015,5
山西省,临汾市,2016,4
山西省,临汾市,2018,8
山西省,临汾市,2019,5
山西省,临汾市,2020,3
山西省,临汾市,2023,1
山西省,吕梁市,--,2
山西省,吕梁市,1781,1
山西省,吕梁市,1801,1
山西省,吕梁市,1859,1
山西省,吕梁市,1884,1
山西省,吕梁市,1904,1
山西省,吕梁市,1931,1
山西省,吕梁市,1992,1
山西省,吕梁市,1998,1
山西省,吕梁市,1999,3
山西省,吕梁市,2000,2
山西省,吕梁市,2002,2
山西省,吕梁市,2005,2
山西省,吕梁市,2006,2
山西省,吕梁市,2007,11
山西省,吕梁市,2008,2
山西省,吕梁市,2009,4
山西省,吕梁市,2010,4
山西省,吕梁市,2011,2
山西省,吕梁市,2012,11
山西省,吕梁市,2013,7
山西省,吕梁市,2014,4
山西省,吕梁市,2015,4
山西省,吕梁市,2016,15
山西省,吕梁市,2017,11
山西省,吕梁市,2018,13
山西省,吕梁市,2019,14
山西省,吕梁市,2020,7
山西省,吕梁市,2021,1
山西省,吕梁市,2022,2
山西省,吕梁市,2023,4
山西省,大同市,1931,1
山西省,大同市,1947,1
山西省,大同市,1996,1
山西省,大同市,1999,1
山西省,大同市,2000,1
山西省,大同市,2006,2
山西省,大同市,2007,1
山西省,大同市,2008,3
山西省,大同市,2009,1
山西省,大同市,2010,1
山西省,大同市,2011,2
山西省,大同市,2012,1
山西省,大同市,2013,3
山西省,大同市,2014,3
山西省,大同市,2016,2
山西省,大同市,2017,1
山西省,大同市,2018,3
山西省,大同市,2019,3
山西省,大同市,2020,1
山西省,大同市,2021,1
山西省,太原市,1813,1
山西省,太原市,1831,2
山西省,太原市,1846,1
山西省,太原市,1872,1
山西省,太原市,1874,1
山西省,太原市,1930,1
山西省,太原市,1941,2
山西省,太原市,1942,1
山西省,太原市,1946,1
山西省,太原市,1949,1
山西省,太原市,1954,2
山西省,太原市,1994,1
山西省,太原市,1996,1
山西省,太原市,1998,1
山西省,太原市,1999,1
山西省,太原市,2001,1
山西省,太原市,2002,1
山西省,太原市,2003,2
山西省,太原市,2004,1
山西省,太原市,2005,3
山西省,太原市,2006,1
山西省,太原市,2007,1
山西省,太原市,2008,6
山西省,太原市,2009,3
山西省,太原市,2010,6
山西省,太原市,2011,2
山西省,太原市,2012,1
山西省,太原市,2013,5
山西省,太原市,2014,1
山西省,太原市,2015,4
山西省,太原市,2016,7
山西省,太原市,2017,4
山西省,太原市,2018,3
山西省,太原市,2019,6
山西省,太原市,2020,7
山西省,忻州市,--,5
山西省,忻州市,1787,1
山西省,忻州市,1811,1
山西省,忻州市,1812,1
山西省,忻州市,1819,1
山西省,忻州市,1821,2
山西省,忻州市,1845,1
山西省,忻州市,1847,1
山西省,忻州市,1849,1
山西省,忻州市,1860,1
山西省,忻州市,1864,1
山西省,忻州市,1886,1
山西省,忻州市,1895,1
山西省,忻州市,1916,1
山西省,忻州市,1918,1
山西省,忻州市,1926,1
山西省,忻州市,1928,2
山西省,忻州市,1929,1
山西省,忻州市,1932,1
山西省,忻州市,1933,4
山西省,忻州市,1934,2
山西省,忻州市,1936,1
山西省,忻州市,1941,1
山西省,忻州市,1958,1
山西省,忻州市,1964,1
山西省,忻州市,1983,1
山西省,忻州市,1984,1
山西省,忻州市,1986,1
山西省,忻州市,1991,3
山西省,忻州市,1992,2
山西省,忻州市,1994,4
山西省,忻州市,1996,3
山西省,忻州市,1997,3
山西省,忻州市,1998,4
山西省,忻州市,1999,5
山西省,忻州市,2000,5
山西省,忻州市,2001,10
山西省,忻州市,2002,6
山西省,忻州市,2003,12
山西省,忻州市,2004,8
山西省,忻州市,2005,9
山西省,忻州市,2006,1
山西省,忻州市,2007,6
山西省,忻州市,2008,10
山西省,忻州市,2009,6
山西省,忻州市,2010,5
山西省,忻州市,2011,9
山西省,忻州市,2012,7
山西省,忻州市,2013,4
山西省,忻州市,2014,13
山西省,忻州市,2015,16
山西省,忻州市,2016,13
山西省,忻州市,2017,11
山西省,忻州市,2018,12
山西省,忻州市,2019,14
山西省,忻州市,2020,12
山西省,忻州市,2021,4
山西省,忻州市,2022,3
山西省,忻州市,2023,5
山西省,晋中市,--,11
山西省,晋中市,1790,2
山西省,晋中市,1791,1
山西省,晋中市,1798,1
山西省,晋中市,1820,1
山西省,晋中市,1821,1
山西省,晋中市,1827,1
山西省,晋中市,1834,1
山西省,晋中市,1843,1
山西省,晋中市,1845,1
山西省,晋中市,1847,1
山西省,晋中市,1848,1
山西省,晋中市,1852,1
山西省,晋中市,1864,1
山西省,晋中市,1871,1
山西省,晋中市,1872,1
山西省,晋中市,1873,1
山西省,晋中市,1878,1
山西省,晋中市,1886,1
山西省,晋中市,1904,1
山西省,晋中市,1908,1
山西省,晋中市,1915,2
山西省,晋中市,1924,1
山西省,晋中市,1939,1
山西省,晋中市,1969,1
山西省,晋中市,1998,1
山西省,晋中市,2000,2
山西省,晋中市,2002,1
山西省,晋中市,2003,1
山西省,晋中市,2004,1
山西省,晋中市,2006,2
山西省,晋中市,2007,3
山西省,晋中市,2008,4
山西省,晋中市,2009,3
山西省,晋中市,2010,2
山西省,晋中市,2012,3
山西省,晋中市,2013,6
山西省,晋中市,2014,6
山西省,晋中市,2015,3
山西省,晋中市,2016,2
山西省,晋中市,2017,3
山西省,晋中市,2018,6
山西省,晋中市,2019,10
山西省,晋中市,2020,7
山西省,晋中市,2021,3
山西省,晋中市,2022,2
山西省,晋中市,2023,4
山西省,晋城市,--,1
山西省,晋城市,1820,1
山西省,晋城市,1822,1
山西省,晋城市,1917,1
山西省,晋城市,1933,1
山西省,晋城市,1936,2
山西省,晋城市,1942,1
山西省,晋城市,1949,1
山西省,晋城市,1987,1
山西省,晋城市,1999,1
山西省,晋城市,2001,1
山西省,晋城市,2008,3
山西省,晋城市,2009,1
山西省,晋城市,2010,1
山西省,晋城市,2011,1
山西省,晋城市,2012,3
山西省,晋城市,2013,1
山西省,晋城市,2015,1
山西省,晋城市,2016,4
山西省,晋城市,2017,1
山西省,晋城市,2018,1
山西省,晋城市,2019,3
山西省,晋城市,2023,1
山西省,朔州市,--,2
山西省,朔州市,1989,1
山西省,朔州市,1992,1
山西省,朔州市,1994,1
山西省,朔州市,1996,1
山西省,朔州市,1998,1
山西省,朔州市,1999,1
山西省,朔州市,2000,4
山西省,朔州市,2001,1
山西省,朔州市,2002,1
山西省,朔州市,2003,2
山西省,朔州市,2004,2
山西省,朔州市,2006,1
山西省,朔州市,2007,4
山西省,朔州市,2008,2
山西省,朔州市,2009,4
山西省,朔州市,2010,4
山西省,朔州市,2011,2
山西省,朔州市,2012,8
山西省,朔州市,2013,6
山西省,朔州市,2014,3
山西省,朔州市,2015,3
山西省,朔州市,2016,4
山西省,朔州市,2017,2
山西省,朔州市,2018,6
山西省,朔州市,2019,6
山西省,朔州市,2020,7
山西省,朔州市,2021,3
山西省,朔州市,2022,2
山西省,朔州市,2023,1
山西省,运城市,--,5
山西省,运城市,1649,1
山西省,运城市,1668,2
山西省,运城市,1697,1
山西省,运城市,1715,1
山西省,运城市,1774,2
山西省,运城市,1820,1
山西省,运城市,1827,1
山西省,运城市,1851,1
山西省,运城市,1871,2
山西省,运城市,1908,1
山西省,运城市,1916,2
山西省,运城市,1920,1
山西省,运城市,1932,1
山西省,运城市,1933,1
山西省,运城市,1937,1
山西省,运城市,1992,1
山西省,运城市,1993,2
山西省,运城市,1994,1
山西省,运城市,1995,1
山西省,运城市,1996,2
山西省,运城市,1997,1
山西省,运城市,1999,1
山西省,运城市,2000,1
山西省,运城市,2002,1
山西省,运城市,2003,2
山西省,运城市,2004,3
山西省,运城市,2005,2
山西省,运城市,2006,2
山西省,运城市,2007,1
山西省,运城市,2008,1
山西省,运城市,2009,4
山西省,运城市,2010,2
山西省,运城市,2011,2
山西省,运城市,2012,3
山西省,运城市,2013,1
山西省,运城市,2014,2
山西省,运城市,2015,5
山西省,运城市,2016,7
山西省,运城市,2017,2
山西省,运城市,2019,3
山西省,运城市,2020,2
山西省,运城市,2021,1
山西省,运城市,2022,2
山西省,长治市,--,1
山西省,长治市,1841,1
山西省,长治市,1845,1
山西省,长治市,1876,1
山西省,长治市,1884,1
山西省,长治市,1902,1
山西省,长治市,1907,1
山西省,长治市,1913,1
山西省,长治市,1917,1
山西省,长治市,1918,1
山西省,长治市,1921,1
山西省,长治市,1925,1
山西省,长治市,1928,1
山西省,长治市,1931,4
山西省,长治市,1935,1
山西省,长治市,1936,1
山西省,长治市,1937,1
山西省,长治市,1941,1
山西省,长治市,1942,2
山西省,长治市,1944,1
山西省,长治市,1947,1
山西省,长治市,1951,1
山西省,长治市,1955,1
山西省,长治市,1963,2
山西省,长治市,1980,1
山西省,长治市,1986,1
山西省,长治市,1989,2
山西省,长治市,1993,2
山西省,长治市,1998,1
山西省,长治市,2001,2
山西省,长治市,2005,1
山西省,长治市,2006,4
山西省,长治市,2007,1
山西省,长治市,2009,1
山西省,长治市,2011,4
山西省,长治市,2012,4
山西省,长治市,2013,3
山西省,长治市,2014,1
山西省,长治市,2015,1
山西省,长治市,2016,1
山西省,长治市,2017,1
山西省,长治市,2018,3
山西省,长治市,2019,3
山西省,长治市,2020,3
山西省,长治市,2023,1
山西省,阳泉市,1803,1
山西省,阳泉市,1805,1
山西省,阳泉市,1807,1
山西省,阳泉市,1814,1
山西省,阳泉市,1834,1
山西省,阳泉市,1845,1
山西省,阳泉市,1847,2
山西省,阳泉市,1848,1
山西省,阳泉市,1854,1
山西省,阳泉市,1856,1
山西省,阳泉市,1858,1
山西省,阳泉市,1869,1
山西省,阳泉市,1891,1
山西省,阳泉市,1916,2
山西省,阳泉市,1922,1
山西省,阳泉市,1928,1
山西省,阳泉市,1933,1
山西省,阳泉市,1942,1
山西省,阳泉市,1997,2
山西省,阳泉市,1998,1
山西省,阳泉市,1999,2
山西省,阳泉市,2000,1
山西省,阳泉市,2001,1
山西省,阳泉市,2002,1
山西省,阳泉市,2004,1
山西省,阳泉市,2005,2
山西省,阳泉市,2006,2
山西省,阳泉市,2007,2
山西省,阳泉市,2008,2
山西省,阳泉市,2010,4
山西省,阳泉市,2011,4
山西省,阳泉市,2012,7
山西省,阳泉市,2013,3
山西省,阳泉市,2014,4
山西省,阳泉市,2015,10
山西省,阳泉市,2016,1
山西省,阳泉市,2017,1
山西省,阳泉市,2018,1
山西省,阳泉市,2019,5
山西省,阳泉市,2020,5
山西省,阳泉市,2021,4
广东省,东莞市,--,54
广东省,东莞市,1689,1
广东省,东莞市,1774,1
广东省,东莞市,1783,1
广东省,东莞市,1794,1
广东省,东莞市,1800,1
广东省,东莞市,1817,1
广东省,东莞市,1831,1
广东省,东莞市,1851,1
广东省,东莞市,1869,1
广东省,东莞市,1893,1
广东省,东莞市,1895,2
广东省,东莞市,1898,1
广东省,东莞市,1909,1
广东省,东莞市,1913,1
广东省,东莞市,1915,1
广东省,东莞市,1922,1
广东省,东莞市,1926,2
广东省,东莞市,1927,3
广东省,东莞市,1932,2
广东省,东莞市,1935,1
广东省,东莞市,1936,2
广东省,东莞市,1937,1
广东省,东莞市,1938,2
广东省,东莞市,1940,1
广东省,东莞市,1942,1
广东省,东莞市,1947,2
广东省,东莞市,1948,1
广东省,东莞市,1949,1
广东省,东莞市,1950,2
广东省,东莞市,1953,1
广东省,东莞市,1954,1
广东省,东莞市,1963,1
广东省,东莞市,1964,1
广东省,东莞市,1965,1
广东省,东莞市,1978,3
广东省,东莞市,1979,1
广东省,东莞市,1983,1
广东省,东莞市,1987,1
广东省,东莞市,1988,1
广东省,东莞市,1990,2
广东省,东莞市,1991,1
广东省,东莞市,1995,1
广东省,东莞市,1997,1
广东省,东莞市,1998,3
广东省,东莞市,1999,1
广东省,东莞市,2003,2
广东省,东莞市,2005,2
广东省,东莞市,2006,1
广东省,东莞市,2007,3
广东省,东莞市,2009,1
广东省,东莞市,2010,2
广东省,东莞市,2012,2
广东省,东莞市,2013,1
广东省,东莞市,2014,4
广东省,东莞市,2016,2
广东省,东莞市,2017,2
广东省,东莞市,2018,3
广东省,东莞市,2020,4
广东省,中山市,--,13
广东省,中山市,1838,1
广东省,中山市,1842,1
广东省,中山市,1843,1
广东省,中山市,1857,1
广东省,中山市,1859,1
广东省,中山市,1866,1
广东省,中山市,1875,1
广东省,中山市,1882,1
广东省,中山市,1884,2
广东省,中山市,1891,1
广东省,中山市,1892,1
广东省,中山市,1893,1
广东省,中山市,1899,1
广东省,中山市,1900,1
广东省,中山市,1905,1
广东省,中山市,1907,1
广东省,中山市,1909,1
广东省,中山市,1910,1
广东省,中山市,1912,2
广东省,中山市,1913,1
广东省,中山市,1914,1
广东省,中山市,1916,1
广东省,中山市,1917,1
广东省,中山市,1918,3
广东省,中山市,1920,1
广东省,中山市,1921,3
广东省,中山市,1924,2
广东省,中山市,1925,4
广东省,中山市,1927,2
广东省,中山市,1928,1
广东省,中山市,1929,2
广东省,中山市,1930,2
广东省,中山市,1931,2
广东省,中山市,1932,1
广东省,中山市,1933,2
广东省,中山市,1934,1
广东省,中山市,1935,3
广东省,中山市,1936,4
广东省,中山市,1937,1
广东省,中山市,1938,2
广东省,中山市,1940,1
广东省,中山市,1945,1
广东省,中山市,1946,1
广东省,中山市,1947,1
广东省,中山市,1948,1
广东省,中山市,1961,1
广东省,中山市,1963,1
广东省,中山市,1971,1
广东省,中山市,1972,1
广东省,中山市,1973,1
广东省,中山市,1978,1
广东省,中山市,1980,2
广东省,中山市,1981,1
广东省,中山市,1983,2
广东省,中山市,1986,1
广东省,中山市,1993,1
广东省,中山市,1995,2
广东省,中山市,1996,2
广东省,中山市,1997,1
广东省,中山市,1998,1
广东省,中山市,2001,3
广东省,中山市,2002,1
广东省,中山市,2003,2
广东省,中山市,2005,1
广东省,中山市,2007,4
广东省,中山市,2008,3
广东省,中山市,2010,3
广东省,中山市,2011,2
广东省,中山市,2012,1
广东省,中山市,2013,1
广东省,中山市,2014,1
广东省,中山市,2017,1
广东省,中山市,2021,1
广东省,云浮市,--,10
广东省,云浮市,1870,1
广东省,云浮市,1872,1
广东省,云浮市,1873,1
广东省,云浮市,1876,1
广东省,云浮市,1879,1
广东省,云浮市,1880,1
广东省,云浮市,1915,2
广东省,云浮市,1917,1
广东省,云浮市,1919,1
广东省,云浮市,1920,2
广东省,云浮市,1935,1
广东省,云浮市,1936,2
广东省,云浮市,1938,1
广东省,云浮市,1944,1
广东省,云浮市,1947,2
广东省,云浮市,1956,1
广东省,云浮市,1983,1
广东省,云浮市,1984,1
广东省,云浮市,1985,1
广东省,云浮市,1986,4
广东省,云浮市,1987,1
广东省,云浮市,1988,3
广东省,云浮市,1989,1
广东省,云浮市,1990,1
广东省,云浮市,1992,2
广东省,云浮市,1993,2
广东省,云浮市,1994,6
广东省,云浮市,1995,4
广东省,云浮市,1996,5
广东省,云浮市,1997,4
广东省,云浮市,1998,10
广东省,云浮市,1999,2
广东省,云浮市,2000,4
广东省,云浮市,2002,6
广东省,云浮市,2003,3
广东省,云浮市,2004,4
广东省,云浮市,2005,4
广东省,云浮市,2006,3
广东省,云浮市,2007,3
广东省,云浮市,2008,4
广东省,云浮市,2009,4
广东省,云浮市,2010,3
广东省,云浮市,2011,2
广东省,云浮市,2012,2
广东省,云浮市,2013,1
广东省,云浮市,2014,2
广东省,云浮市,2015,1
广东省,云浮市,2017,2
广东省,云浮市,2021,1
广东省,佛山市,--,66
广东省,佛山市,1642,1
广东省,佛山市,1820,1
广东省,佛山市,1821,1
广东省,佛山市,1822,1
广东省,佛山市,1831,1
广东省,佛山市,1835,1
广东省,佛山市,1842,1
广东省,佛山市,1843,1
广东省,佛山市,1848,3
广东省,佛山市,1851,1
广东省,佛山市,1853,1
广东省,佛山市,1855,1
广东省,佛山市,1860,2
广东省,佛山市,1862,1
广东省,佛山市,1864,2
广东省,佛山市,1865,3
广东省,佛山市,1867,1
广东省,佛山市,1868,3
广东省,佛山市,1869,2
广东省,佛山市,1870,1
广东省,佛山市,1871,2
广东省,佛山市,1872,2
广东省,佛山市,1873,1
广东省,佛山市,1875,2
广东省,佛山市,1878,1
广东省,佛山市,1880,2
广东省,佛山市,1881,1
广东省,佛山市,1882,1
广东省,佛山市,1883,2
广东省,佛山市,1885,2
广东省,佛山市,1887,3
广东省,佛山市,1888,3
广东省,佛山市,1889,2
广东省,佛山市,1890,2
广东省,佛山市,1891,1
广东省,佛山市,1892,1
广东省,佛山市,1894,2
广东省,佛山市,1895,1
广东省,佛山市,1896,3
广东省,佛山市,1897,5
广东省,佛山市,1898,1
广东省,佛山市,1899,2
广东省,佛山市,1900,1
广东省,佛山市,1902,2
广东省,佛山市,1904,2
广东省,佛山市,1905,2
广东省,佛山市,1907,1
广东省,佛山市,1910,4
广东省,佛山市,1911,2
广东省,佛山市,1913,1
广东省,佛山市,1914,1
广东省,佛山市,1915,1
广东省,佛山市,1917,1
广东省,佛山市,1919,4
广东省,佛山市,1921,1
广东省,佛山市,1922,4
广东省,佛山市,1923,1
广东省,佛山市,1924,8
广东省,佛山市,1925,5
广东省,佛山市,1926,1
广东省,佛山市,1927,2
广东省,佛山市,1928,3
广东省,佛山市,1929,4
广东省,佛山市,1930,5
广东省,佛山市,1931,1
广东省,佛山市,1932,2
广东省,佛山市,1933,2
广东省,佛山市,1934,3
广东省,佛山市,1937,3
广东省,佛山市,1942,1
广东省,佛山市,1946,3
广东省,佛山市,1947,2
广东省,佛山市,1948,2
广东省,佛山市,1949,4
广东省,佛山市,1952,1
广东省,佛山市,1954,1
广东省,佛山市,1962,1
广东省,佛山市,1965,1
广东省,佛山市,1972,1
广东省,佛山市,1975,3
广东省,佛山市,1978,1
广东省,佛山市,1979,2
广东省,佛山市,1984,1
广东省,佛山市,1985,1
广东省,佛山市,1986,2
广东省,佛山市,1987,3
广东省,佛山市,1989,2
广东省,佛山市,1991,1
广东省,佛山市,1992,3
广东省,佛山市,1993,1
广东省,佛山市,1994,3
广东省,佛山市,1995,2
广东省,佛山市,1996,4
广东省,佛山市,1997,10
广东省,佛山市,1998,10
广东省,佛山市,1999,7
广东省,佛山市,2000,6
广东省,佛山市,2001,14
广东省,佛山市,2002,7
广东省,佛山市,2003,16
广东省,佛山市,2004,12
广东省,佛山市,2005,9
广东省,佛山市,2006,12
广东省,佛山市,2007,3
广东省,佛山市,2008,8
广东省,佛山市,2009,8
广东省,佛山市,2010,7
广东省,佛山市,2011,8
广东省,佛山市,2012,16
广东省,佛山市,2013,11
广东省,佛山市,2014,13
广东省,佛山市,2015,12
广东省,佛山市,2016,6
广东省,佛山市,2017,3
广东省,佛山市,2018,5
广东省,佛山市,2019,3
广东省,佛山市,2021,4
广东省,佛山市,2022,2
广东省,佛山市,2023,2
广东省,兴宁市,2015,1
广东省,广州市,--,64
广东省,广州市,1776,1
广东省,广州市,1780,2
广东省,广州市,1797,1
广东省,广州市,1816,1
广东省,广州市,1832,1
广东省,广州市,1837,1
广东省,广州市,1839,1
广东省,广州市,1844,1
广东省,广州市,1848,1
广东省,广州市,1851,1
广东省,广州市,1854,1
广东省,广州市,1856,1
广东省,广州市,1865,1
广东省,广州市,1866,1
广东省,广州市,1867,1
广东省,广州市,1871,2
广东省,广州市,1879,1
广东省,广州市,1883,1
广东省,广州市,1886,1
广东省,广州市,1887,1
广东省,广州市,1889,1
广东省,广州市,1891,1
广东省,广州市,1895,1
广东省,广州市,1896,1
广东省,广州市,1897,4
广东省,广州市,1898,1
广东省,广州市,1899,2
广东省,广州市,1902,1
广东省,广州市,1905,3
广东省,广州市,1909,1
广东省,广州市,1911,1
广东省,广州市,1913,1
广东省,广州市,1915,2
广东省,广州市,1916,2
广东省,广州市,1917,1
广东省,广州市,1918,1
广东省,广州市,1919,3
广东省,广州市,1920,1
广东省,广州市,1921,3
广东省,广州市,1922,1
广东省,广州市,1923,2
广东省,广州市,1927,2
广东省,广州市,1929,1
广东省,广州市,1930,1
广东省,广州市,1931,2
广东省,广州市,1932,3
广东省,广州市,1933,3
广东省,广州市,1934,1
广东省,广州市,1935,1
广东省,广州市,1936,2
广东省,广州市,1937,3
广东省,广州市,1938,1
广东省,广州市,1944,1
广东省,广州市,1945,1
广东省,广州市,1946,1
广东省,广州市,1947,4
广东省,广州市,1948,3
广东省,广州市,1950,4
广东省,广州市,1956,1
广东省,广州市,1957,1
广东省,广州市,1960,1
广东省,广州市,1963,1
广东省,广州市,1966,1
广东省,广州市,1973,2
广东省,广州市,1976,1
广东省,广州市,1979,1
广东省,广州市,1981,1
广东省,广州市,1982,2
广东省,广州市,1986,2
广东省,广州市,1987,3
广东省,广州市,1989,2
广东省,广州市,1990,6
广东省,广州市,1991,8
广东省,广州市,1992,3
广东省,广州市,1993,2
广东省,广州市,1994,3
广东省,广州市,1995,1
广东省,广州市,1996,6
广东省,广州市,1997,3
广东省,广州市,1998,5
广东省,广州市,1999,12
广东省,广州市,2000,2
广东省,广州市,2001,5
广东省,广州市,2002,7
广东省,广州市,2003,11
广东省,广州市,2004,12
广东省,广州市,2005,10
广东省,广州市,2006,10
广东省,广州市,2007,5
广东省,广州市,2008,4
广东省,广州市,2009,5
广东省,广州市,2010,7
广东省,广州市,2011,7
广东省,广州市,2012,7
广东省,广州市,2013,7
广东省,广州市,2014,11
广东省,广州市,2015,4
广东省,广州市,2016,3
广东省,广州市,2017,2
广东省,广州市,2019,2
广东省,广州市,2020,2
广东省,广州市,2022,2
广东省,广州市,2023,1
广东省,恩平市,1995,1
广东省,惠州市,--,10
广东省,惠州市,1839,1
广东省,惠州市,1896,1
广东省,惠州市,1905,1
广东省,惠州市,1911,1
广东省,惠州市,1917,1
广东省,惠州市,1925,1
广东省,惠州市,1931,1
广东省,惠州市,1936,2
广东省,惠州市,1937,1
广东省,惠州市,1943,1
广东省,惠州市,1946,2
广东省,惠州市,1947,1
广东省,惠州市,1948,1
广东省,惠州市,1950,1
广东省,惠州市,1963,1
广东省,惠州市,1977,1
广东省,惠州市,1982,1
广东省,惠州市,1984,1
广东省,惠州市,1985,1
广东省,惠州市,1986,1
广东省,惠州市,1988,3
广东省,惠州市,1991,1
广东省,惠州市,1992,1
广东省,惠州市,1993,3
广东省,惠州市,1994,1
广东省,惠州市,1995,4
广东省,惠州市,1996,3
广东省,惠州市,1997,1
广东省,惠州市,1998,1
广东省,惠州市,1999,3
广东省,惠州市,2000,2
广东省,惠州市,2001,7
广东省,惠州市,2002,1
广东省,惠州市,2003,3
广东省,惠州市,2006,1
广东省,惠州市,2007,1
